Amount,Payment_currency,Received_currency,Sender_bank_location,Receiver_bank_location,Payment_type,Is_laundering,Year,Month,Day,Hour
5447.77,10,10,16,16,0,0,2023,1,19,16
6705.47,10,10,16,16,0,0,2023,4,12,23
65880.98,10,10,16,16,3,0,2023,4,24,10
5622.38,10,10,16,16,6,0,2023,7,13,19
491.44,10,10,16,16,6,0,2022,12,20,15
5848.99,10,10,16,16,4,0,2022,12,6,20
11999.58,10,10,16,16,4,0,2023,8,20,11
248.93,10,10,16,16,0,0,2023,6,10,1
9280.46,10,10,16,16,0,0,2022,11,7,0
6984.82,10,10,16,16,6,0,2022,12,15,18
16201.79,10,10,16,16,3,0,2022,11,2,0
7881.33,10,10,16,16,3,0,2022,10,24,10
5256.75,2,10,1,16,5,0,2023,7,18,19
10242.64,10,10,16,16,3,0,2022,12,23,14
15516.89,10,10,16,16,3,0,2023,1,5,19
23668.35,10,10,16,16,3,0,2023,1,21,14
25016.57,10,10,16,16,4,0,2023,7,27,14
7561.33,10,10,16,16,0,0,2022,10,27,20
16315.97,10,10,16,16,0,0,2023,7,2,17
55492.57,10,10,16,16,4,0,2023,3,2,11
5968.8,10,10,16,16,6,0,2023,4,26,10
5650.21,10,10,16,16,4,0,2023,8,15,18
7592.05,10,10,16,16,4,0,2023,4,30,20
4497.18,10,10,16,16,3,0,2023,4,4,6
468.73,10,10,16,16,0,0,2023,4,1,8
6897.81,10,10,16,16,3,0,2023,2,3,20
482.59,10,10,16,16,0,0,2022,11,12,18
1225.35,10,10,16,16,1,0,2023,2,7,16
41274.45,10,2,16,9,5,0,2023,2,16,19
6520.29,10,10,16,16,3,0,2023,4,11,16
9080.79,10,10,16,16,3,0,2023,5,6,22
4644.53,10,10,16,16,3,0,2022,12,20,19
3703.47,10,10,16,16,3,0,2022,12,17,15
556.27,10,5,16,8,5,0,2023,6,23,21
12947.81,10,10,16,16,3,0,2022,10,23,12
5424.64,10,10,16,16,3,0,2023,6,5,8
2959.96,10,10,16,16,0,0,2023,4,20,8
8125.79,10,10,16,16,4,0,2023,1,9,17
8608.19,10,10,16,16,6,0,2022,12,13,10
372.0,10,10,16,16,4,0,2023,5,22,2
1374.97,10,10,16,16,6,0,2023,3,13,1
4820.53,10,10,16,16,3,0,2023,5,16,15
666903.35,10,10,16,16,6,0,2023,4,9,3
677.14,10,10,16,16,4,0,2022,10,22,11
9662.03,10,10,16,16,3,0,2023,5,28,15
8136.57,10,10,16,16,3,0,2023,5,17,5
2386.91,10,10,16,16,3,0,2023,1,8,11
4690.09,10,10,16,16,0,0,2023,5,28,13
3502.7,10,10,16,16,6,0,2023,3,20,8
10730.68,10,10,16,16,4,0,2023,1,7,21
12244.35,10,10,16,16,4,0,2023,2,22,18
6070.99,10,10,16,16,0,0,2022,11,25,13
617.86,10,10,16,16,6,0,2022,12,16,20
7291.13,10,10,16,16,3,0,2023,7,4,11
23242.29,10,10,16,16,0,0,2022,10,17,9
2001.03,10,10,16,16,6,0,2023,7,31,14
1830.56,10,10,16,16,6,0,2023,6,22,17
14860.97,10,10,16,16,0,0,2022,11,5,14
14812.75,10,10,16,16,3,0,2023,2,19,21
98.14,10,10,16,16,0,0,2022,10,19,8
1910.05,10,10,16,16,6,0,2022,12,16,4
5019.5,10,10,16,16,0,0,2023,1,10,17
5149.72,10,0,16,0,5,0,2022,11,17,12
5021.33,10,2,16,3,5,0,2023,6,18,15
7593.64,10,10,16,16,3,0,2022,10,21,16
5063.45,10,10,16,16,6,0,2023,3,8,3
8968.79,10,10,16,16,4,0,2022,11,21,17
642.27,10,10,16,16,3,0,2023,6,13,22
5430.21,10,10,16,16,0,0,2023,6,1,12
5855.78,10,10,16,16,3,0,2022,12,15,15
7731.65,10,10,16,16,4,0,2023,7,13,8
10886.77,10,10,16,16,4,0,2023,2,17,2
7818.65,10,10,16,16,4,0,2022,11,21,21
233.22,10,10,16,16,4,0,2023,5,21,18
108269.87,10,2,16,2,5,0,2023,2,28,18
3056.9,10,10,16,16,3,0,2023,5,5,16
10666.39,10,10,16,16,6,0,2023,7,1,16
215.85,10,10,16,16,2,0,2022,12,23,5
12377.32,10,10,16,16,6,0,2023,5,7,23
222.56,10,10,16,16,2,0,2023,2,24,16
497.64,10,10,16,16,3,0,2022,11,29,16
7541.84,10,10,16,16,3,0,2023,4,15,8
590.39,10,10,16,16,0,0,2023,2,7,18
7172.83,5,10,16,16,4,0,2022,10,28,23
8168.94,10,10,16,16,0,0,2023,1,26,20
5008.35,10,10,16,16,4,0,2023,7,4,17
3362.93,10,10,16,16,4,0,2023,1,31,17
16387.49,10,10,16,16,0,0,2022,11,21,17
10588.02,10,10,16,16,4,0,2022,11,28,16
433.87,10,3,16,4,5,0,2023,7,28,18
11368.61,10,10,16,16,4,0,2022,12,18,11
583.61,10,10,16,16,6,0,2023,6,20,6
4423.07,10,10,16,16,3,0,2023,6,25,10
8611.09,10,10,16,16,3,0,2023,7,25,15
1608.73,10,10,16,16,0,0,2022,10,31,13
2749.55,10,10,16,16,1,0,2023,7,13,8
294674.34,10,10,16,16,4,0,2023,3,31,16
11087.79,10,10,16,16,0,0,2022,11,2,13
14857.09,10,10,16,16,6,0,2022,10,14,23
5028.24,10,10,16,16,0,0,2022,10,12,13
23865.24,10,10,16,16,6,0,2023,2,27,21
8343.48,10,10,16,16,4,0,2023,3,26,14
1188.05,10,10,16,16,0,0,2023,3,22,20
376.42,10,10,16,16,3,0,2023,6,12,11
7722.92,10,10,16,16,4,0,2023,3,23,20
1845.94,10,10,16,16,3,0,2023,5,12,6
5123.54,10,10,16,16,0,0,2023,4,13,17
10982.55,10,2,16,1,5,0,2023,5,23,20
1512.68,10,2,16,12,5,0,2022,11,24,22
1230.67,0,10,0,16,5,0,2022,11,28,22
15723.64,10,10,16,16,3,0,2023,3,3,9
7324.2,10,10,16,16,6,0,2022,12,8,4
4338.31,10,10,16,16,4,0,2023,2,13,4
16439.9,10,10,16,16,3,0,2023,1,9,20
3098.59,10,10,16,16,3,0,2023,4,28,8
4750.61,10,10,16,16,0,0,2023,1,6,12
4691.18,10,10,16,16,4,0,2023,2,9,23
3309.93,10,10,16,16,3,0,2022,12,5,17
6956.75,10,10,16,16,6,0,2022,12,1,23
11119.75,10,10,16,16,3,0,2023,7,16,13
2899.64,10,10,16,16,3,0,2023,5,7,7
17960.9,10,10,16,16,6,0,2023,5,23,6
8673.38,7,10,11,16,5,0,2023,5,20,15
14670.33,10,10,16,16,4,0,2023,8,5,23
6069.39,10,10,16,16,4,0,2023,2,8,5
6536.52,10,10,16,16,6,0,2023,8,1,14
4929.55,10,3,16,4,5,0,2023,2,4,13
1706.95,10,10,16,16,0,0,2023,1,17,10
122.93,10,10,16,16,0,0,2022,11,9,13
579.29,10,10,16,16,3,0,2023,3,18,14
12697.63,10,10,16,16,4,0,2023,4,3,15
13416.31,10,10,16,16,0,0,2022,11,2,17
1325.36,10,10,16,16,4,0,2022,11,14,22
679.16,10,10,16,16,3,0,2023,2,11,12
1432.99,10,10,16,16,0,0,2023,2,21,11
1280.02,8,10,13,16,5,0,2023,5,7,18
48069.61,10,10,16,16,3,0,2023,5,15,23
2655.63,7,10,16,16,4,0,2023,3,3,11
11892.87,10,12,16,16,6,0,2023,3,15,20
17619.73,10,10,16,16,6,0,2023,6,4,20
23945.5,10,10,16,16,4,0,2023,6,30,11
694.42,2,10,1,16,5,0,2023,4,1,18
1008.07,10,10,16,16,6,0,2023,1,23,23
7934.44,10,10,16,16,3,0,2023,1,27,13
8603.3,10,10,16,16,3,0,2023,6,6,14
3386.66,10,10,16,16,3,0,2023,4,23,8
5794.49,10,10,16,16,0,0,2023,8,11,14
10538.0,10,12,16,6,5,0,2023,8,3,8
6275.2,10,10,16,16,4,0,2023,6,27,9
8289.17,10,2,16,1,5,0,2023,3,5,19
13229.16,10,10,16,16,3,0,2022,11,23,20
6980.26,2,10,5,16,5,0,2022,12,22,3
1799.51,10,10,16,16,6,0,2022,12,13,18
745.58,10,10,16,16,3,0,2023,6,25,15
8794.34,10,10,16,16,0,0,2022,12,31,11
3979.12,10,10,16,16,6,0,2023,5,15,9
6610.28,10,10,16,16,3,0,2022,12,8,20
6686.69,10,3,16,4,5,0,2022,10,20,22
37677.13,10,10,16,16,3,0,2023,5,19,14
8535.23,10,10,16,16,6,0,2023,6,16,4
8969.35,10,10,16,16,6,0,2022,12,8,15
14619.2,10,10,16,16,0,0,2022,12,20,2
4727.07,10,10,16,16,0,0,2023,7,25,14
5680.86,10,10,16,16,0,0,2023,7,4,23
6516.12,10,10,16,16,4,0,2023,7,4,15
1430.52,10,10,16,16,0,0,2023,1,4,12
5057.63,10,10,16,16,4,0,2023,5,10,20
4721.52,10,10,16,16,0,0,2023,4,13,10
4718.37,10,10,16,16,6,0,2023,5,24,16
1450.64,10,10,16,16,3,0,2023,2,16,10
48.43,10,10,16,16,2,0,2022,11,19,12
332.54,10,10,16,16,2,0,2023,1,25,10
151.89,10,10,16,16,6,0,2022,12,16,20
13123.09,10,10,16,16,3,0,2023,4,25,17
4849.3,10,10,16,16,6,0,2022,12,10,17
2170.77,10,10,16,16,0,0,2023,1,26,19
9535.12,10,10,16,16,4,0,2023,8,13,10
826.01,10,10,16,16,0,0,2023,3,15,20
2346.03,6,10,10,16,5,0,2023,3,2,23
577.48,10,10,16,16,4,0,2022,10,15,23
8987.52,10,10,16,16,3,0,2023,5,10,11
12903.0,10,10,16,16,4,0,2023,1,22,8
14218.0,10,10,16,16,0,0,2023,8,16,9
146.71,10,10,16,16,3,0,2023,7,21,10
5507.95,10,9,16,14,5,0,2023,2,25,8
8410.62,10,10,16,16,0,0,2023,2,28,10
4881.99,10,10,16,16,6,0,2023,4,19,11
1403.03,10,10,16,16,4,0,2023,6,30,2
4890.93,10,10,16,16,4,0,2023,5,13,18
3027.41,10,10,16,16,0,0,2023,7,11,10
316.91,10,10,16,16,1,0,2023,8,2,14
19196.73,10,10,16,16,4,0,2023,7,12,13
2475.69,10,10,16,16,4,0,2023,8,7,6
19036.46,10,10,16,16,0,0,2023,3,27,1
27442.37,10,10,16,16,4,0,2023,3,20,23
5799.32,10,10,16,16,4,0,2022,12,31,9
1561.46,10,10,16,16,4,0,2022,12,20,19
5164.85,10,10,16,16,4,0,2023,3,28,17
9816.82,10,10,16,16,6,0,2023,4,26,9
14496.91,10,10,16,16,3,0,2023,7,19,12
6042.82,10,10,16,16,6,0,2023,6,10,16
11019.29,10,10,16,16,3,0,2023,3,8,16
1264.23,10,10,16,16,6,0,2022,10,9,10
11371.5,10,10,16,16,0,0,2023,7,1,18
21657.23,12,10,16,16,4,0,2023,2,7,21
11319.83,10,10,16,16,3,0,2022,12,9,16
1347.44,10,10,16,16,0,0,2023,2,6,23
15085.36,10,10,16,16,3,0,2022,11,13,8
10281.94,10,10,16,16,4,0,2023,3,15,17
14343.82,10,10,16,16,6,0,2023,8,15,17
1664.87,10,10,16,16,0,0,2023,7,11,16
3976.17,10,10,16,16,6,0,2023,6,23,12
22003.84,10,10,16,16,0,0,2022,12,15,20
6216.07,10,10,16,16,0,0,2023,1,16,19
2492.82,10,10,16,16,4,0,2023,5,17,20
7876.77,10,10,16,16,0,0,2023,3,20,11
426.71,10,10,16,16,3,0,2023,1,1,14
5098.25,10,10,16,16,6,0,2023,7,21,15
7832.89,10,10,16,16,3,0,2023,5,19,15
8117.11,10,10,16,16,3,0,2022,12,20,4
11951.42,10,10,16,16,0,0,2023,7,10,11
687.8,10,10,16,16,3,0,2022,10,26,14
8424.81,10,10,16,16,3,0,2023,2,20,14
14717.88,10,10,16,16,4,0,2023,3,19,13
438.4,10,10,16,16,6,0,2022,10,7,12
10657.31,10,10,16,16,0,0,2023,3,31,11
13790.38,10,10,16,16,0,0,2022,11,17,20
13472.98,10,10,16,16,6,0,2023,2,18,16
9150.38,10,10,16,16,4,0,2022,12,25,16
5273.83,10,2,16,3,5,0,2023,3,11,16
7001.65,10,10,16,16,0,0,2023,4,7,22
1597.77,10,10,16,16,0,0,2023,3,22,3
13994.14,10,10,16,16,0,0,2023,4,14,9
5839.0,10,10,16,16,4,0,2023,5,19,0
2385.77,10,10,16,16,4,0,2023,1,5,22
4273.49,10,10,16,16,4,0,2023,4,30,8
6420.47,10,10,16,16,4,0,2023,1,20,15
38742.84,10,10,16,16,6,0,2023,3,23,22
10032.37,10,10,16,16,0,0,2022,10,22,19
6941.49,10,10,16,16,4,0,2022,10,11,12
6655.74,10,10,16,16,4,0,2023,2,20,12
5510.78,10,10,16,16,3,0,2023,7,17,2
10064.31,10,3,16,4,5,0,2023,3,10,11
1783.09,10,10,16,16,0,0,2023,6,30,9
40996.81,10,10,16,16,4,0,2023,3,19,17
55.51,10,10,16,16,2,0,2022,12,19,9
4281.58,10,10,16,16,6,0,2023,3,17,22
8333.43,10,10,16,16,6,0,2023,8,4,21
6301.24,10,10,16,16,4,0,2023,7,13,17
642.9,10,10,16,16,4,0,2023,6,18,11
16319.3,10,10,16,16,3,0,2023,8,17,8
6314.64,10,10,16,16,4,0,2023,6,8,10
18156.76,10,10,16,16,0,0,2022,12,21,14
4856.79,10,10,16,16,3,0,2023,3,8,14
7096.33,10,5,16,8,5,0,2023,2,3,11
1005.93,10,10,16,16,6,0,2022,12,16,13
8342.07,10,10,16,16,3,0,2023,2,28,10
6244.64,10,10,16,16,4,0,2023,3,20,14
6382.22,10,10,16,16,6,0,2023,2,13,23
4665.88,10,10,16,16,0,0,2022,12,25,17
10379.43,10,10,16,16,0,0,2023,7,31,11
197.02,10,10,16,16,6,0,2023,1,31,18
967.91,10,10,16,16,0,0,2023,1,21,9
5716.08,10,10,16,16,6,0,2023,5,25,8
10160.32,10,10,16,16,4,0,2023,3,21,22
14428.61,10,10,16,16,3,0,2023,3,8,16
1127.17,10,10,16,16,3,0,2023,6,6,13
20677.17,10,10,16,16,4,0,2023,6,19,18
1247.36,10,10,16,16,0,0,2023,2,4,21
4869.96,10,10,16,16,6,0,2023,2,2,19
5582.86,10,2,16,5,5,0,2023,2,24,15
1494.8,10,10,16,16,0,0,2023,3,31,22
881.6,10,10,16,16,1,0,2023,1,16,10
4707.39,10,10,16,16,0,0,2022,12,11,10
16589.51,10,9,16,16,0,0,2022,12,14,5
14124.97,10,10,16,16,4,0,2023,2,20,12
5549.51,10,10,16,16,4,0,2023,3,4,9
4624.03,10,10,16,16,0,0,2023,7,15,10
346.74,10,10,16,16,0,0,2023,6,14,9
2125.55,10,10,16,16,1,0,2023,8,1,13
3212.26,10,10,16,16,6,0,2023,7,12,10
1096.14,10,10,16,16,6,0,2023,5,24,18
5771.6,10,10,16,16,3,0,2023,6,11,17
43.32,10,10,16,16,4,0,2023,5,9,15
14643.25,10,10,16,16,3,0,2023,6,24,17
537.44,10,10,16,16,0,0,2022,12,6,11
16859.48,10,10,16,16,0,0,2023,4,1,9
7481.28,10,12,16,6,5,0,2022,11,30,9
4658.61,10,9,16,16,4,0,2023,3,29,15
148.27,10,10,16,16,2,0,2023,7,28,23
6364.05,10,10,16,16,6,0,2023,2,28,23
295.4,10,10,16,16,0,0,2023,8,2,18
7971.97,10,6,16,10,5,0,2023,8,15,16
1377.06,10,10,16,16,6,0,2022,12,24,14
2199.26,10,10,16,16,3,0,2023,1,18,8
8946.42,10,10,16,16,0,0,2023,4,4,12
20561.83,10,10,16,16,6,0,2023,8,10,12
5816.6,10,10,16,16,4,0,2023,3,14,15
736.54,10,10,16,16,6,0,2023,1,2,8
8850.47,10,10,16,16,3,0,2023,6,14,6
6593.9,10,10,16,16,6,0,2023,5,20,17
4216.07,10,10,16,16,4,0,2022,11,1,8
158.3,10,10,16,16,2,0,2023,6,9,6
10664.92,10,2,16,2,5,0,2023,1,4,19
13402.94,10,9,16,5,5,0,2023,7,5,20
1908.02,10,10,16,16,6,0,2022,11,4,4
304.41,3,10,4,16,5,0,2023,1,1,19
1464.06,10,10,16,16,6,0,2023,5,14,15
360.94,10,10,16,16,0,0,2023,1,18,17
6553.37,10,10,16,16,0,0,2023,1,3,9
141.05,10,10,16,16,2,0,2023,3,23,23
148.14,10,10,16,16,6,0,2023,5,30,23
37202.34,10,10,16,16,4,0,2022,12,12,9
5334.76,10,10,16,16,6,0,2022,11,28,8
9110.46,2,10,12,16,5,0,2023,6,7,20
5515.11,10,10,16,16,4,0,2023,1,16,10
5905.09,10,10,16,16,4,0,2023,8,3,4
7436.02,10,10,16,16,0,0,2023,8,5,0
4446.82,10,10,16,16,0,0,2022,10,7,15
10957.78,10,10,16,16,4,0,2023,1,15,11
3565.69,10,10,16,16,6,0,2023,2,19,14
9694.45,10,10,16,16,6,0,2023,3,23,19
312.43,10,10,16,16,3,0,2023,7,22,11
8007.66,10,10,16,16,6,0,2023,7,23,15
3961.02,10,10,16,16,0,0,2023,1,31,23
22914.8,10,10,16,16,4,0,2023,3,8,7
3788.69,10,10,16,16,6,0,2023,3,9,22
26919.08,10,0,16,16,4,0,2022,11,30,14
7564.76,10,9,16,14,5,0,2022,12,12,9
16408.14,10,10,16,16,0,0,2023,7,3,10
24294.61,10,10,16,16,0,0,2022,12,9,12
14574.66,10,10,16,16,4,0,2023,3,25,12
414.75,10,10,16,16,6,0,2022,10,23,17
23188.24,10,10,16,16,4,0,2023,2,24,8
19058.3,10,10,16,16,6,0,2022,11,17,23
2421.0,10,10,16,16,4,0,2023,4,20,11
9176.06,10,10,16,16,3,0,2022,12,5,10
1604.67,10,10,16,16,1,0,2023,5,17,12
9966.11,10,3,16,4,5,0,2023,2,20,9
34703.75,10,10,16,16,6,0,2023,6,30,21
4983.28,10,10,16,16,3,0,2023,8,9,13
5230.87,10,10,16,16,0,0,2023,2,10,16
4330.33,10,10,16,16,3,0,2023,3,30,12
1732.09,10,10,16,16,4,0,2023,1,22,22
15356.1,10,9,16,14,5,0,2023,4,16,17
4607.76,10,10,16,16,3,0,2023,1,11,10
6398.57,10,10,16,16,6,0,2023,7,31,21
3082.33,10,10,16,16,6,0,2022,11,2,18
255.48,10,10,16,16,3,0,2022,12,31,23
5060.14,10,10,16,16,3,0,2023,6,6,4
5449.81,10,10,16,16,6,0,2022,11,19,1
14704.31,10,10,16,16,0,0,2023,6,8,9
13908.96,10,10,16,16,4,0,2023,4,5,15
3311.79,10,10,16,16,1,0,2022,12,7,11
230.09,10,10,16,16,3,0,2023,7,1,15
929.35,10,10,16,16,6,0,2023,6,13,23
8890.87,10,10,16,16,3,0,2023,3,30,22
1513.28,10,9,16,14,5,0,2023,7,17,8
12933.49,10,10,16,16,6,0,2022,10,26,10
76.86,10,10,16,16,2,0,2023,1,12,11
1571.35,10,10,16,16,6,0,2022,10,20,8
9640.66,10,10,16,16,0,0,2023,5,26,20
57.98,10,10,16,16,3,0,2023,6,14,5
12562.18,10,10,16,16,3,0,2023,6,24,20
7593.37,10,8,16,13,5,0,2023,3,31,11
674.32,10,10,16,16,4,0,2023,2,1,10
1151.12,10,10,16,16,0,0,2023,1,6,12
7801.32,10,10,16,16,4,0,2022,11,15,22
249.24,10,10,16,16,6,0,2022,11,26,19
294536.71,10,5,16,8,5,0,2023,6,25,22
432.72,10,12,16,6,5,0,2023,4,24,17
10035.37,10,10,16,16,4,0,2023,5,21,11
17172.49,10,8,16,13,5,0,2023,1,14,16
3199.96,10,10,16,16,1,0,2023,2,10,8
6843.1,10,10,16,16,3,0,2023,8,6,13
7401.59,10,2,16,1,5,0,2022,12,28,23
9191.13,10,10,16,16,0,0,2023,1,23,22
1211.94,10,10,16,16,4,0,2023,3,18,15
3292.17,10,10,16,16,4,0,2022,12,3,22
732.6,10,10,16,16,3,0,2022,12,13,2
1372.64,10,10,16,16,6,0,2023,1,1,0
5685.16,10,10,16,16,0,0,2023,4,10,14
8300.01,10,10,16,16,6,0,2023,7,15,7
4939.29,10,2,16,9,5,0,2023,7,19,9
4485.75,10,10,16,16,3,0,2023,1,15,9
12052.0,10,10,16,16,3,0,2023,5,2,3
7581.44,2,10,12,16,5,0,2022,11,5,12
16302.32,10,10,16,16,0,0,2023,3,29,7
14586.91,10,10,16,16,4,0,2023,8,20,12
7785.55,10,10,16,16,4,0,2023,6,20,11
1016.09,10,10,16,16,0,0,2023,5,18,14
12684.78,10,10,16,16,4,0,2022,12,1,10
3087.1,10,10,16,16,6,0,2022,11,13,13
524.48,10,10,16,16,3,0,2022,11,4,7
7436.56,10,10,16,16,6,0,2022,11,2,9
1160.7,10,10,16,16,4,0,2023,1,11,9
5916.41,10,10,16,16,6,0,2023,1,19,11
4038.46,10,10,16,16,6,0,2023,4,26,10
8403.15,10,7,16,16,0,0,2023,2,14,13
6293.58,10,10,16,16,3,0,2022,11,21,12
3984.05,10,10,16,16,3,0,2022,11,2,21
5673.65,10,10,16,16,4,0,2022,12,23,16
16904.57,10,10,16,16,0,0,2023,7,18,4
3795.03,10,10,16,16,3,0,2023,6,16,13
6624.49,10,10,16,16,6,0,2023,2,15,21
596.74,10,10,16,16,0,0,2023,5,3,20
7663.95,10,10,16,16,0,0,2023,7,30,11
10439.49,10,10,16,16,6,0,2023,1,19,10
4881.13,10,10,16,16,6,0,2023,5,14,16
956.94,10,10,16,16,0,0,2023,7,18,14
2191.12,10,10,16,16,6,0,2023,7,22,20
679.97,10,8,16,13,5,0,2023,4,13,9
52027.07,10,10,16,16,0,0,2023,7,29,9
199.12,10,10,16,16,2,0,2023,6,8,17
7313.05,10,10,16,16,0,0,2023,8,6,8
2191.39,10,10,16,16,3,0,2022,11,4,9
5305.35,10,10,16,16,3,0,2023,6,10,8
32329.93,10,10,16,16,6,0,2023,6,25,14
9980.87,10,10,16,16,3,0,2023,2,24,17
7567.74,10,10,16,16,0,0,2022,10,16,5
4943.69,2,10,3,16,5,0,2023,1,21,13
7976.68,10,10,16,16,4,0,2022,10,27,14
8203.49,10,10,16,16,6,0,2023,7,15,18
5984.76,10,10,16,16,6,0,2022,10,19,11
201.41,10,10,16,16,4,0,2022,10,17,17
2867.58,10,10,16,16,4,0,2023,7,25,15
678.41,10,10,16,16,4,0,2023,8,1,8
455.37,10,10,16,16,0,0,2023,2,21,12
3683.74,10,10,16,16,0,0,2023,1,22,17
9608.34,10,10,16,16,4,0,2023,6,1,14
15572.87,10,10,16,16,4,0,2023,8,2,4
46.03,10,10,16,16,0,0,2023,2,5,13
4668.11,10,10,16,16,6,0,2022,12,24,9
750.12,10,10,16,16,4,0,2022,11,3,16
83.46,10,10,16,16,2,0,2023,7,24,18
21145.67,10,10,16,16,3,0,2023,2,13,22
7784.18,10,10,16,16,6,0,2022,11,28,18
6543.44,10,10,16,16,0,0,2022,12,11,16
13957.83,10,10,16,16,0,0,2022,10,25,16
2706.5,10,12,16,6,5,0,2023,7,16,15
7080.09,10,10,16,16,4,0,2023,5,18,22
16754.64,10,10,16,16,0,0,2022,10,10,15
1808.0,10,10,16,16,4,0,2022,10,21,21
5631.22,10,10,16,16,0,0,2023,1,1,20
120.24,10,10,16,16,2,0,2023,7,20,21
2907.35,10,10,16,16,4,0,2022,11,8,12
12678.25,10,10,16,16,3,0,2023,7,13,20
6081.46,10,10,16,16,6,0,2023,4,5,21
29875.81,10,10,16,16,4,0,2023,1,10,19
11913.2,10,10,16,16,6,0,2022,12,8,11
912.7,10,10,16,16,6,0,2023,8,21,8
9924.18,10,10,16,16,0,0,2023,1,12,13
5262.17,10,10,16,16,4,0,2023,7,12,10
8102.09,10,10,16,16,3,0,2022,10,19,22
19298.86,10,10,16,16,4,0,2023,5,6,1
16911.3,10,10,16,16,3,0,2022,11,29,16
9540.3,10,10,16,16,0,0,2023,8,16,15
12328.23,10,10,16,16,6,0,2022,12,14,14
11434.94,10,10,16,16,3,0,2022,12,27,23
173.03,10,10,16,16,2,0,2023,4,27,17
9915.77,10,10,16,16,3,0,2023,5,8,23
664.22,10,10,16,16,6,0,2023,2,13,19
1052.71,10,10,16,16,0,0,2023,2,2,15
6009.13,10,10,16,16,6,0,2023,1,29,21
5779.54,10,10,16,16,1,0,2022,12,8,15
10442.35,10,10,16,16,0,0,2023,1,13,7
29.34,10,10,16,16,2,0,2023,4,8,16
2024.62,10,10,16,16,4,0,2023,7,8,17
33237.21,10,10,16,16,3,0,2022,11,12,12
1485.73,10,10,16,16,4,0,2023,6,23,13
16792.8,10,10,16,16,6,0,2023,3,15,15
11325.18,10,8,16,13,5,0,2023,1,30,10
4407.34,10,10,16,16,0,0,2023,2,10,12
2766.86,10,10,16,16,0,0,2023,6,3,11
5962.01,10,10,16,16,6,0,2022,11,20,20
7176.7,10,10,16,16,6,0,2023,3,27,13
3525.52,10,10,16,16,3,0,2023,7,20,14
4415.86,10,10,16,16,3,0,2023,1,17,16
16899.91,4,10,16,16,6,0,2022,11,8,16
234.3,10,10,16,16,3,0,2023,8,13,16
5702.38,10,10,16,16,3,0,2023,4,18,13
565.78,10,10,16,16,3,0,2022,11,14,12
173.54,10,10,16,16,4,0,2023,2,27,13
5863.3,10,10,16,16,6,0,2023,3,14,8
5311.51,10,10,16,16,4,0,2022,12,27,14
380.38,10,10,16,16,3,0,2022,11,27,14
1412.35,10,10,16,16,1,0,2022,11,24,17
391.17,10,10,16,16,3,0,2023,8,14,8
2899.4,10,10,16,16,6,0,2023,7,23,11
7013.05,10,10,16,16,4,0,2022,10,19,17
7734.42,10,10,16,16,6,0,2023,6,25,13
30829.31,10,10,16,16,0,0,2023,1,31,18
13701.22,10,10,16,16,0,0,2023,1,2,23
15333.59,10,10,16,16,4,0,2023,4,24,20
16472.37,10,10,16,16,6,0,2023,3,26,12
593.46,10,10,16,16,1,0,2023,4,18,8
9264.43,10,10,16,16,0,0,2023,8,9,17
33149.83,10,10,16,16,0,0,2023,3,20,18
14408.79,10,10,16,16,4,0,2023,5,18,3
8342.49,10,10,16,16,6,0,2022,10,20,15
1719.19,10,10,16,16,4,0,2023,2,14,16
162.26,10,10,16,16,2,0,2023,2,7,4
1029.02,10,10,16,16,1,0,2023,6,9,17
889.76,10,10,16,16,4,0,2022,10,24,18
907.65,10,10,16,16,0,0,2023,8,4,9
1740.22,10,10,16,16,4,0,2022,12,3,15
5115.92,10,10,16,16,0,0,2023,5,26,12
6011.23,10,10,16,16,3,0,2022,10,9,17
675.07,10,7,16,11,5,0,2023,2,10,18
4407.43,10,2,16,5,5,0,2022,10,31,14
8759.36,10,10,16,16,3,0,2023,8,5,18
1081.73,10,10,16,16,6,0,2022,10,29,21
7647.69,10,10,16,16,0,0,2023,4,8,19
3473.37,10,10,16,16,6,0,2023,7,1,19
11442.95,10,10,16,16,6,0,2023,4,19,18
4141.93,1,10,15,16,5,0,2023,8,8,18
168.51,10,10,16,16,2,0,2023,4,20,7
42940.71,10,10,16,16,6,0,2023,7,13,17
20776.63,10,10,16,16,4,0,2023,1,27,12
7259.37,10,10,16,16,6,0,2023,5,2,12
6359.54,10,2,16,3,5,0,2023,7,22,23
3868.59,10,10,16,16,4,0,2022,10,14,9
7066.67,10,10,16,16,6,0,2023,6,27,11
5771.97,10,10,16,16,4,0,2023,4,28,20
10211.78,10,10,16,16,4,0,2022,12,2,18
312.1,10,10,16,16,4,0,2023,4,1,14
5734.0,10,10,16,16,0,0,2023,3,16,22
4941.09,10,2,16,3,5,0,2023,2,19,2
6854.35,10,10,16,16,4,0,2022,12,19,14
8649.28,10,10,16,16,0,0,2023,2,14,11
866.63,10,10,16,16,4,0,2023,4,26,22
2548.64,10,10,16,16,0,0,2022,11,11,12
9800.47,11,10,16,16,0,1,2023,3,25,17
236.73,10,10,16,16,2,0,2023,3,2,16
8262.32,10,10,16,16,6,0,2022,10,14,10
14643.61,10,10,16,16,6,0,2023,3,9,20
502.89,10,10,16,16,6,0,2023,4,8,16
357.79,10,10,16,16,6,0,2023,6,6,19
4920.82,10,10,16,16,3,0,2023,8,14,21
